An Ominous Baby,Stephen Crane,United States,,manual/processed/an-ominous-baby-by-stephen-crane-0007-0011.txt
A Great Mistake,Stephen Crane,United States,,manual/processed/a-great-mistake-by-stephen-crane-0007-0012.txt
An Eloquence of Grief,Stephen Crane,United States,,manual/processed/an-eloquence-of-grief-by-stephen-crane-0007-0013.txt
The Auction,Stephen Crane,United States,,manual/processed/the-auction-by-stephen-crane-0007-0014.txt
The Pace of Youth,Stephen Crane,United States,,manual/processed/the-pace-of-youth-by-stephen-crane-0007-0015.txt
A Detail,Stephen Crane,United States,,manual/processed/a-detail-by-stephen-crane-0007-0016.txt
The Cabuliwallah,Rabindranath Tagore,Asia,India,manual/processed/the-cabuliwallah-by-rabindranath-tagore-0008-0000.txt
The Home-Coming,Rabindranath Tagore,Asia,India,manual/processed/the-home-coming-by-rabindranath-tagore-0008-0001.txt
Once there was a King,Rabindranath Tagore,Asia,India,manual/processed/once-there-was-a-king-by-rabindranath-tagore-0008-0002.txt
The Child's Return,Rabindranath Tagore,Asia,India,manual/processed/the-child-s-return-by-rabindranath-tagore-0008-0003.txt
Master Mashai,Rabindranath Tagore,Asia,India,manual/processed/master-mashai-by-rabindranath-tagore-0008-0004.txt
Subha,Rabindranath Tagore,Asia,India,manual/processed/subha-by-rabindranath-tagore-0008-0005.txt
The Postmaster,Rabindranath Tagore,Asia,India,manual/processed/the-postmaster-by-rabindranath-tagore-0008-0006.txt
The Castaway,Rabindranath Tagore,Asia,India,manual/processed/the-castaway-by-rabindranath-tagore-0008-0007.txt
The Son of Rashmani,Rabindranath Tagore,Asia,India,manual/processed/the-son-of-rashmani-by-rabindranath-tagore-0008-0008.txt
The Babus of Nayanjore,Rabindranath Tagore,Asia,India,manual/processed/the-babus-of-nayanjore-by-rabindranath-tagore-0008-0009.txt
Notes,NA,Asia,India,manual/processed/notes-by-na-0008-0010.txt
Up In Michigan,Ernest Hemingway,United States,,manual/processed/up-in-michigan-by-ernest-hemingway-0009-0000.txt
Out Of Season,Ernest Hemingway,United States,,manual/processed/out-of-season-by-ernest-hemingway-0009-0001.txt
My Old Man,Ernest Hemingway,United States,,manual/processed/my-old-man-by-ernest-hemingway-0009-0002.txt
Mitraigliatrice,Ernest Hemingway,United States,,manual/processed/mitraigliatrice-by-ernest-hemingway-0009-0003.txt
Oklahoma,Ernest Hemingway,United States,,manual/processed/oklahoma-by-ernest-hemingway-0009-0004.txt
Oily Weather,Ernest Hemingway,United States,,manual/processed/oily-weather-by-ernest-hemingway-0009-0005.txt
Roosevelt,Ernest Hemingway,United States,,manual/processed/roosevelt-by-ernest-hemingway-0009-0006.txt
Captives,Ernest Hemingway,United States,,manual/processed/captives-by-ernest-hemingway-0009-0007.txt
Champs D’Honneur,Ernest Hemingway,United States,,manual/processed/champs-dhonneur-by-ernest-hemingway-0009-0008.txt
Riparto D’Assalto,Ernest Hemingway,United States,,manual/processed/riparto-dassalto-by-ernest-hemingway-0009-0009.txt
Montparnasse,Ernest Hemingway,United States,,manual/processed/montparnasse-by-ernest-hemingway-0009-0010.txt
Along With Youth,Ernest Hemingway,United States,,manual/processed/along-with-youth-by-ernest-hemingway-0009-0011.txt
Chapter Heading,Ernest Hemingway,United States,,manual/processed/chapter-heading-by-ernest-hemingway-0009-0012.txt
BOULE DE SUIF,Guy de Maupassant,Europe,France,manual/processed/boule-de-suif-by-guy-de-maupassant-0010-0000.txt
TWO FRIENDS,Guy de Maupassant,Europe,France,manual/processed/two-friends-by-guy-de-maupassant-0010-0001.txt
THE LANCER'S WIFE,Guy de Maupassant,Europe,France,manual/processed/the-lancer-s-wife-by-guy-de-maupassant-0010-0002.txt
THE PRISONERS,Guy de Maupassant,Europe,France,manual/processed/the-prisoners-by-guy-de-maupassant-0010-0003.txt
TWO LITTLE SOLDIERS,Guy de Maupassant,Europe,France,manual/processed/two-little-soldiers-by-guy-de-maupassant-0010-0004.txt
FATHER MILON,Guy de Maupassant,Europe,France,manual/processed/father-milon-by-guy-de-maupassant-0010-0005.txt
A COUP D'ETAT,Guy de Maupassant,Europe,France,manual/processed/a-coup-d-etat-by-guy-de-maupassant-0010-0006.txt
LIEUTENANT LARE'S MARRIAGE,Guy de Maupassant,Europe,France,manual/processed/lieutenant-lare-s-marriage-by-guy-de-maupassant-0010-0007.txt
THE HORRIBLE,Guy de Maupassant,Europe,France,manual/processed/the-horrible-by-guy-de-maupassant-0010-0008.txt
MADAME PARISSE,Guy de Maupassant,Europe,France,manual/processed/madame-parisse-by-guy-de-maupassant-0010-0009.txt
MADEMOISELLE FIFI,Guy de Maupassant,Europe,France,manual/processed/mademoiselle-fifi-by-guy-de-maupassant-0010-0010.txt
A DUEL,Guy de Maupassant,Europe,France,manual/processed/a-duel-by-guy-de-maupassant-0010-0011.txt
"ORIGINAL SHORT STORIES, Vol. 2.",Guy de Maupassant,Europe,France,manual/processed/original-short-stories-vol-2-by-guy-de-maupassant-0010-0012.txt
THE COLONEL'S IDEAS,Guy de Maupassant,Europe,France,manual/processed/the-colonel-s-ideas-by-guy-de-maupassant-0010-0013.txt
MOTHER SAUVAGE,Guy de Maupassant,Europe,France,manual/processed/mother-sauvage-by-guy-de-maupassant-0010-0014.txt
EPIPHANY,Guy de Maupassant,Europe,France,manual/processed/epiphany-by-guy-de-maupassant-0010-0015.txt
THE MUSTACHE,Guy de Maupassant,Europe,France,manual/processed/the-mustache-by-guy-de-maupassant-0010-0016.txt
MADAME BAPTISTE,Guy de Maupassant,Europe,France,manual/processed/madame-baptiste-by-guy-de-maupassant-0010-0017.txt
THE QUESTION OF LATIN,Guy de Maupassant,Europe,France,manual/processed/the-question-of-latin-by-guy-de-maupassant-0010-0018.txt
A MEETING,Guy de Maupassant,Europe,France,manual/processed/a-meeting-by-guy-de-maupassant-0010-0019.txt
THE BLIND MAN,Guy de Maupassant,Europe,France,manual/processed/the-blind-man-by-guy-de-maupassant-0010-0020.txt
INDISCRETION,Guy de Maupassant,Europe,France,manual/processed/indiscretion-by-guy-de-maupassant-0010-0021.txt
A FAMILY AFFAIR,Guy de Maupassant,Europe,France,manual/processed/a-family-affair-by-guy-de-maupassant-0010-0022.txt
BESIDE SCHOPENHAUER'S CORPSE,Guy de Maupassant,Europe,France,manual/processed/beside-schopenhauer-s-corpse-by-guy-de-maupassant-0010-0023.txt
"ORIGINAL SHORT STORIES, Vol. 3.",Guy de Maupassant,Europe,France,manual/processed/original-short-stories-vol-3-by-guy-de-maupassant-0010-0024.txt
MISS HARRIET,Guy de Maupassant,Europe,France,manual/processed/miss-harriet-by-guy-de-maupassant-0010-0025.txt
LITTLE LOUISE ROQUE,Guy de Maupassant,Europe,France,manual/processed/little-louise-roque-by-guy-de-maupassant-0010-0026.txt
THE DONKEY,Guy de Maupassant,Europe,France,manual/processed/the-donkey-by-guy-de-maupassant-0010-0027.txt
MOIRON,Guy de Maupassant,Europe,France,manual/processed/moiron-by-guy-de-maupassant-0010-0028.txt
THE DISPENSER OF HOLY WATER,Guy de Maupassant,Europe,France,manual/processed/the-dispenser-of-holy-water-by-guy-de-maupassant-0010-0029.txt
A PARRICIDE,Guy de Maupassant,Europe,France,manual/processed/a-parricide-by-guy-de-maupassant-0010-0030.txt
BERTHA,Guy de Maupassant,Europe,France,manual/processed/bertha-by-guy-de-maupassant-0010-0031.txt
THE PATRON,Guy de Maupassant,Europe,France,manual/processed/the-patron-by-guy-de-maupassant-0010-0032.txt
THE DOOR,Guy de Maupassant,Europe,France,manual/processed/the-door-by-guy-de-maupassant-0010-0033.txt
A SALE,Guy de Maupassant,Europe,France,manual/processed/a-sale-by-guy-de-maupassant-0010-0034.txt
THE IMPOLITE SEX,Guy de Maupassant,Europe,France,manual/processed/the-impolite-sex-by-guy-de-maupassant-0010-0035.txt
A WEDDING GIFT,Guy de Maupassant,Europe,France,manual/processed/a-wedding-gift-by-guy-de-maupassant-0010-0036.txt
THE RELIC,Guy de Maupassant,Europe,France,manual/processed/the-relic-by-guy-de-maupassant-0010-0037.txt
THE MORIBUND,Guy de Maupassant,Europe,France,manual/processed/the-moribund-by-guy-de-maupassant-0010-0038.txt
THE GAMEKEEPER,Guy de Maupassant,Europe,France,manual/processed/the-gamekeeper-by-guy-de-maupassant-0010-0039.txt
THE STORY OF A FARM GIRL,Guy de Maupassant,Europe,France,manual/processed/the-story-of-a-farm-girl-by-guy-de-maupassant-0010-0040.txt
THE WRECK,Guy de Maupassant,Europe,France,manual/processed/the-wreck-by-guy-de-maupassant-0010-0041.txt
THEODULE SABOT'S CONFESSION,Guy de Maupassant,Europe,France,manual/processed/theodule-sabot-s-confession-by-guy-de-maupassant-0010-0042.txt
THE WRONG HOUSE,Guy de Maupassant,Europe,France,manual/processed/the-wrong-house-by-guy-de-maupassant-0010-0043.txt
THE DIAMOND NECKLACE,Guy de Maupassant,Europe,France,manual/processed/the-diamond-necklace-by-guy-de-maupassant-0010-0044.txt
THE MARQUIS DE FUMEROL,Guy de Maupassant,Europe,France,manual/processed/the-marquis-de-fumerol-by-guy-de-maupassant-0010-0045.txt
THE TRIP OF LE HORLA,Guy de Maupassant,Europe,France,manual/processed/the-trip-of-le-horla-by-guy-de-maupassant-0010-0046.txt
FAREWELL!,Guy de Maupassant,Europe,France,manual/processed/farewell-by-guy-de-maupassant-0010-0047.txt
THE WOLF,Guy de Maupassant,Europe,France,manual/processed/the-wolf-by-guy-de-maupassant-0010-0048.txt
THE INN,Guy de Maupassant,Europe,France,manual/processed/the-inn-by-guy-de-maupassant-0010-0049.txt
MONSIEUR PARENT,Guy de Maupassant,Europe,France,manual/processed/monsieur-parent-by-guy-de-maupassant-0010-0050.txt
QUEEN HORTENSE,Guy de Maupassant,Europe,France,manual/processed/queen-hortense-by-guy-de-maupassant-0010-0051.txt
TIMBUCTOO,Guy de Maupassant,Europe,France,manual/processed/timbuctoo-by-guy-de-maupassant-0010-0052.txt
TOMBSTONES,Guy de Maupassant,Europe,France,manual/processed/tombstones-by-guy-de-maupassant-0010-0053.txt
MADEMOISELLE PEARL,Guy de Maupassant,Europe,France,manual/processed/mademoiselle-pearl-by-guy-de-maupassant-0010-0054.txt
THE THIEF,Guy de Maupassant,Europe,France,manual/processed/the-thief-by-guy-de-maupassant-0010-0055.txt
CLAIR DE LUNE,Guy de Maupassant,Europe,France,manual/processed/clair-de-lune-by-guy-de-maupassant-0010-0056.txt
"WAITER, A “BOCK”",Guy de Maupassant,Europe,France,manual/processed/waiter-a-bock-by-guy-de-maupassant-0010-0057.txt
AFTER,Guy de Maupassant,Europe,France,manual/processed/after-by-guy-de-maupassant-0010-0058.txt
FORGIVENESS,Guy de Maupassant,Europe,France,manual/processed/forgiveness-by-guy-de-maupassant-0010-0059.txt
IN THE SPRING,Guy de Maupassant,Europe,France,manual/processed/in-the-spring-by-guy-de-maupassant-0010-0060.txt
A QUEER NIGHT IN PARIS,Guy de Maupassant,Europe,France,manual/processed/a-queer-night-in-paris-by-guy-de-maupassant-0010-0061.txt
THAT COSTLY RIDE,Guy de Maupassant,Europe,France,manual/processed/that-costly-ride-by-guy-de-maupassant-0010-0062.txt
USELESS BEAUTY,Guy de Maupassant,Europe,France,manual/processed/useless-beauty-by-guy-de-maupassant-0010-0063.txt
THE FATHER,Guy de Maupassant,Europe,France,manual/processed/the-father-by-guy-de-maupassant-0010-0064.txt
MY UNCLE SOSTHENES,Guy de Maupassant,Europe,France,manual/processed/my-uncle-sosthenes-by-guy-de-maupassant-0010-0065.txt
